timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1597151380102,83,/images/cn/life/2020/06/28/20200628125950D2B43EE44DD3B2EA46621AA0E3401FE8.jpg-32,200,OK,线程组 1-1,bin,true,,64597,405,1,1,http://i.weather.com.cn/images/cn/life/2020/06/28/20200628125950D2B43EE44DD3B2EA46621AA0E3401FE8.jpg,76,0,0
1597151380185,21,/images/cn/photo/2019/10/28/20191028144048D58023A73C43EC6EEB61610B0AB0AD74_xm.jpg-38,200,OK,线程组 1-1,bin,true,,27018,411,1,1,http://pic.weather.com.cn/images/cn/photo/2019/10/28/20191028144048D58023A73C43EC6EEB61610B0AB0AD74_xm.jpg,6,0,0
1597151380206,168,/images/cn/life/2020/06/22/2020062209212667B20E735FDF691D9FA5D06C72150B10.jpg-37,200,OK,线程组 1-1,bin,true,,52045,405,1,1,http://i.weather.com.cn/images/cn/life/2020/06/22/2020062209212667B20E735FDF691D9FA5D06C72150B10.jpg,119,0,0
1597151380374,134,/images/cn/life/2020/06/29/20200629152605FDBA4A8C8B73B4075C66154ECC7054AC.jpg-31,200,OK,线程组 1-1,bin,true,,33526,405,1,1,http://i.weather.com.cn/images/cn/life/2020/06/29/20200629152605FDBA4A8C8B73B4075C66154ECC7054AC.jpg,100,0,0
1597151380508,141,/images/cn/index/2020/06/15/2020061510214249B3D90D7A7051CB7A14F2A4B0DF254D.png-26,200,OK,线程组 1-1,bin,true,,326797,406,1,1,http://i.weather.com.cn/images/cn/index/2020/06/15/2020061510214249B3D90D7A7051CB7A14F2A4B0DF254D.png,84,0,0
1597151380650,125,/images/cn/life/2020/06/24/20200624094100B20C89A2BABEF3BCA5070460F4BA02FD.jpg-33,200,OK,线程组 1-1,bin,true,,78077,405,1,1,http://i.weather.com.cn/images/cn/life/2020/06/24/20200624094100B20C89A2BABEF3BCA5070460F4BA02FD.jpg,98,0,0
1597151380775,53,/images/cn/news/2019/10/16/20191016180013A8588A9EB08603B1BABD1198C75E7194.jpg-40,200,OK,线程组 1-1,bin,true,,98478,405,1,1,http://i.weather.com.cn/images/cn/news/2019/10/16/20191016180013A8588A9EB08603B1BABD1198C75E7194.jpg,45,0,0
1597151380828,95,/images/cn/science/2019/02/11/201902111445397FDC90E247F8477463582D8C29EBE822.jpg-41,200,OK,线程组 1-1,bin,true,,48846,408,1,1,http://i.weather.com.cn/images/cn/science/2019/02/11/201902111445397FDC90E247F8477463582D8C29EBE822.jpg,90,0,0
1597151380924,79,/i/weather2015/index/loading.gif-47,200,OK,线程组 1-1,bin,true,,2122,358,1,1,http://i.tq121.com.cn/i/weather2015/index/loading.gif,79,0,3
1597151381003,68,/i/weather2017/selectCityBtnCur.png-46,200,OK,线程组 1-1,bin,true,,1862,361,1,1,http://i.tq121.com.cn/i/weather2017/selectCityBtnCur.png,68,0,0
1597151381071,111,/images/cn/sjztj/2019/10/29/201910281008514BABD1DE0A34725E596E45D93BD838D0_xm.jpg-34,200,OK,线程组 1-1,bin,true,,32337,409,1,1,http://i.weather.com.cn/images/cn/sjztj/2019/10/29/201910281008514BABD1DE0A34725E596E45D93BD838D0_xm.jpg,109,0,0
1597151381183,43,/images/cn/news/2019/10/23/20191023173718AE789778E6A8EC1311730736EF7071D2.jpg-43,200,OK,线程组 1-1,bin,true,,28097,405,1,1,http://i.weather.com.cn/images/cn/news/2019/10/23/20191023173718AE789778E6A8EC1311730736EF7071D2.jpg,40,0,0
1597151381227,118,/images/cn/science/2019/01/22/2019012210010705E6325396647C3B3154BAE3949C8C3D.jpg-44,200,OK,线程组 1-1,bin,true,,47580,408,1,1,http://i.weather.com.cn/images/cn/science/2019/01/22/2019012210010705E6325396647C3B3154BAE3949C8C3D.jpg,115,0,0
1597151381346,81,/i/weather2015/index/page_flip.png-48,200,OK,线程组 1-1,bin,true,,2033,360,1,1,http://i.tq121.com.cn/i/weather2015/index/page_flip.png,81,0,0
1597151381428,132,/images/cn/climate/2019/01/28/20190128114251E3EC693AB6DFBDECEF88074012C2408C.jpg-45,200,OK,线程组 1-1,bin,true,,45079,408,1,1,http://i.weather.com.cn/images/cn/climate/2019/01/28/20190128114251E3EC693AB6DFBDECEF88074012C2408C.jpg,91,0,0
1597151381561,71,/i/weather2015/index/weixin.png-49,200,OK,线程组 1-1,bin,true,,21679,357,1,1,http://i.tq121.com.cn/i/weather2015/index/weixin.png,69,0,0
1597151381633,15,/i/weather2017/cx_new.png-50,200,OK,线程组 1-1,bin,true,,9867,351,1,1,http://i.tq121.com.cn/i/weather2017/cx_new.png,14,0,0
1597151381648,89,/images/cn/index/2020/06/29/1593388736823054275.jpg-27,200,OK,线程组 1-1,bin,true,,18653,379,1,1,http://i.weather.com.cn/images/cn/index/2020/06/29/1593388736823054275.jpg,89,0,0
1597151381738,109,/images/cn/life/2020/06/23/202006231139039CF425AE9F72DE9E8F9D6B8D9363A7A6.jpg-35,200,OK,线程组 1-1,bin,true,,63070,405,1,1,http://i.weather.com.cn/images/cn/life/2020/06/23/202006231139039CF425AE9F72DE9E8F9D6B8D9363A7A6.jpg,91,0,0
1597151381848,141,/images/cn/science/2019/01/28/2019012814264980DE46E119A40EF86458E6A64E8EF33D.jpg-39,200,OK,线程组 1-1,bin,true,,49631,408,1,1,http://i.weather.com.cn/images/cn/science/2019/01/28/2019012814264980DE46E119A40EF86458E6A64E8EF33D.jpg,109,0,3
1597151381990,33,/chinasosearch/chinaso-weather1.html-51,200,OK,线程组 1-1,text,true,,2651,459,1,1,http://promotion.chinaso.com/chinasosearch/chinaso-weather1.html,33,0,6
1597151382024,76,/i/weather2015/index/slhx.png-52,200,OK,线程组 1-1,bin,true,,3018,355,1,1,http://i.tq121.com.cn/i/weather2015/index/slhx.png,76,0,0
1597151382101,95,/images/cn/climate/2019/12/03/20191203114313ED56810B95D5B15CD51B7C7DA0443CD3.jpg-42,200,OK,线程组 1-1,bin,true,,70601,408,1,1,http://i.weather.com.cn/images/cn/climate/2019/12/03/20191203114313ED56810B95D5B15CD51B7C7DA0443CD3.jpg,82,0,0
1597151382197,125,/webdig.js-53,200,OK,线程组 1-1,text,true,,4769,369,1,1,http://stat.chinaso.com/webdig.js?z=1,85,0,43
1597151382322,0,/1.gif-54,Non HTTP response code: java.net.URISyntaxException,Non HTTP response message: Malformed escape pair at index 56: http://stat.chinaso.com/1.gif?z=1&a=17304382ca8&b=domo8-%u56FD%u641C%u63A8%u5E7F&B=UTF-8&c=http%3A//promotion.chinaso.com/chinasosearch/chinaso-weather1.html%3F_wdxid%3D000000000000000000000000000000000000000000%26_wdc%3DC_3310898%26_wdt%3D012%26&d=http%3A//www.weather.com.cn/&e=0&f=0&H=promotion.chinaso.com&E=1&r=3e3668843cb28554&s=0&t=0&u=1&i=zh-CN&j=0&k=1366x768&l=24&m=32.0%20r0*&n=&o=8,线程组 1-1,text,false,,1655,0,1,1,http://stat.chinaso.com/1.gif?z=1&a=17304382ca8&b=domo8-%u56FD%u641C%u63A8%u5E7F&B=UTF-8&c=http%3A//promotion.chinaso.com/chinasosearch/chinaso-weather1.html%3F_wdxid%3D000000000000000000000000000000000000000000%26_wdc%3DC_3310898%26_wdt%3D012%26&d=http%3A//www.weather.com.cn/&e=0&f=0&H=promotion.chinaso.com&E=1&r=3e3668843cb28554&s=0&t=0&u=1&i=zh-CN&j=0&k=1366x768&l=24&m=32.0%20r0*&n=&o=8,0,0,0
1597151382324,68,/j/weather2015/publicHead.js-55,200,OK,线程组 1-1,text,true,,5740,348,1,1,http://i.tq121.com.cn/j/weather2015/publicHead.js?2019,68,0,0
1597151382393,73,/j/m_event.js-56,200,OK,线程组 1-1,text,true,,851,344,1,1,http://i.tq121.com.cn/j/m_event.js?20200624_142028,73,0,0
1597151382467,88,/j/jquery-1.8.2.js-57,200,OK,线程组 1-1,text,true,,33718,349,1,1,http://i.tq121.com.cn/j/jquery-1.8.2.js?20200624_142028,82,0,0
1597151382556,55,/js/v1/wa.js-58,200,OK,线程组 1-1,text,true,,10056,345,1,1,http://analyse.weather.com.cn/js/v1/wa.js?site_id=1,54,0,8
1597151382612,74,/i/news/right-d13.png-60,200,OK,线程组 1-1,bin,true,,935,347,1,1,http://i.tq121.com.cn/i/news/right-d13.png,73,0,0
1597151382687,45,/ip/-61,200,OK,线程组 1-1,text,true,,413,340,1,1,http://wgeo.weather.com.cn/ip/?_=1593503657651,45,0,5
1597151382733,45,/ip/-62,200,OK,线程组 1-1,text,true,,413,340,1,1,http://wgeo.weather.com.cn/ip/?_=1593503657658,44,0,0
1597151382778,47,/ip/-63,200,OK,线程组 1-1,text,true,,413,340,1,1,http://wgeo.weather.com.cn/ip/?_=1593503657666,47,0,0
1597151382825,19,/i/weather2015/user/icon-hui.png-67,200,OK,线程组 1-1,bin,true,,1542,358,1,1,http://i.tq121.com.cn/i/weather2015/user/icon-hui.png,19,0,0
1597151382844,55,/ip/-64,200,OK,线程组 1-1,text,true,,365,340,1,1,http://wgeo.weather.com.cn/ip/?_=1593503657708,55,0,0
1597151382900,57,/ip/-66,200,OK,线程组 1-1,text,true,,365,340,1,1,http://wgeo.weather.com.cn/ip/?_=1593503657710,57,0,0
1597151382958,42,/ma.gif-68,200,OK,线程组 1-1,bin,true,,655,543,1,1,http://analyse.weather.com.cn/ma.gif?cc=0&ck=1&cl=24-bit&ds=1366x768&et=0&fl=32.0&ja=0&ln=zh-cn&lo=0&nv=0&rnd=1542693829&si=1&st=4&v=1.0.0&lv=1&tt=%E9%A6%96%E9%A1%B5-%E4%B8%AD%E5%9B%BD%E5%A4%A9%E6%B0%94%E7%BD%91&sn=20133&_st=1593503657765,42,0,0
1597151383003,103,/gsorganizationvalsha2g2-65,200,OK,线程组 1-1,text,true,,2417,448,1,1,http://ocsp2.globalsign.com/gsorganizationvalsha2g2,103,0,4
1597151383107,11,/m2/i/favicon.ico-69,200,OK,线程组 1-1,bin,true,,2938,314,1,1,http://www.weather.com.cn/m2/i/favicon.ico?v=3,10,0,3
1597151383119,77,/dingzhi/101040100.html-72,200,OK,线程组 1-1,text,true,,528,357,1,1,http://d1.weather.com.cn/dingzhi/101040100.html?_=1593503657978,77,0,8
1597151383197,62,/travel_rank/3A10104.html-71,200,OK,线程组 1-1,text,true,,838,359,1,1,http://d1.weather.com.cn/travel_rank/3A10104.html?_=1593503657976,62,0,0
1597151383259,51,/index_around_2017/101040100.html-70,200,OK,线程组 1-1,text,true,,864,367,1,1,http://d1.weather.com.cn/index_around_2017/101040100.html?_=1593503657975,51,0,0
1597151383311,57,/travel_rank/3A10104.html-74,200,OK,线程组 1-1,text,true,,838,359,1,1,http://d1.weather.com.cn/travel_rank/3A10104.html?_=1593503657999,57,0,0
1597151383368,91,/weather_index/101040100.html-73,200,OK,线程组 1-1,text,true,,2520,363,1,1,http://d1.weather.com.cn/weather_index/101040100.html?_=1593503657993,91,0,0
1597151383460,89,/weather2018/cy/pc/index/1.png-75,200,OK,线程组 1-1,bin,true,,1866,401,1,1,http://i.i8tq.com/weather2018/cy/pc/index/1.png?20180606,89,0,6
1597151377908,5456,,,"Number of samples in transaction : 67, number of failing samples : 1",线程组 1-1,,false,,1991052,26375,1,1,null,4500,185,176
